CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
588484479,08/19/2016,22:00:00,01/31/2018,22:26:00,01/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,004,150","249,306",40.85094818700002,-73.92807017099993,"(40.85094818700002, -73.92807017099993)"
535882578,08/21/2016,11:00:00,08/21/2018,11:30:00,08/21/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,"986,882","214,802",40.75626620700007,-73.99050124799999,"(40.75626620700007, -73.99050124799999)"
500794339,08/28/2016,00:01:00,08/28/2016,23:59:00,07/11/2018,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,"997,376","233,927",40.80874990400008,-73.95258580599993,"(40.80874990400008, -73.95258580599993)"
376484277,08/28/2016,20:00:00,08/28/2018,20:10:00,08/28/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,32,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"1,000,448","238,379",40.82096430100006,-73.94147793899998,"(40.82096430100006, -73.94147793899998)"
849455869,08/29/2016,14:47:00,,,08/29/2018,116,SEX CRIMES,177,SEXUAL ABUSE,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,32,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"999,358","236,472",40.81573205300003,-73.94542041099999,"(40.81573205300003, -73.94542041099999)"
220387491,09/01/2016,01:00:00,08/01/2017,01:00:00,01/28/2018,109,GRAND LARCENY,434,"LARCENY,GRAND BY OPEN BANK ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,"1,002,134","233,838",40.80849727400005,-73.93539850799993,"(40.80849727400005, -73.93539850799993)"
265434362,09/01/2016,12:00:00,02/12/2018,14:20:00,02/12/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,"982,276","196,845",40.70697880800003,-74.00712132899997,"(40.70697880800003, -74.00712132899997)"
800913042,09/01/2016,16:00:00,,,03/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,OPPOSITE OF,STREET,,,"992,532","212,752",40.750635990000035,-73.97011010299997,"(40.750635990000035, -73.97011010299997)"
112249779,09/01/2016,16:00:00,03/31/2018,23:59:00,04/11/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,GYM/FITNESS FACILITY,,,"982,752","206,772",40.734226128000046,-74.00540668899998,"(40.734226128000046, -74.00540668899998)"
644019123,09/01/2016,09:00:00,04/30/2017,16:00:00,05/03/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"995,082","218,842",40.76734872700007,-73.96089684899994,"(40.76734872700007, -73.96089684899994)"
488691427,09/01/2016,12:00:00,05/22/2018,12:00:00,05/22/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,"987,873","212,315",40.74943967000007,-73.98692557399994,"(40.74943967000007, -73.98692557399994)"
270997227,09/01/2016,07:30:00,05/09/2018,07:30:00,05/31/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,FRONT OF,STREET,,,"994,276","218,779",40.76717676000004,-73.96380668299997,"(40.76717676000004, -73.96380668299997)"
396844570,09/01/2016,01:00:00,09/30/2016,23:35:00,09/08/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,PUBLIC BUILDING,,,"987,624","203,977",40.72655401900005,-73.98782842699995,"(40.72655401900005, -73.98782842699995)"
482439118,09/01/2016,10:00:00,12/26/2018,14:27:00,12/26/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"995,434","223,888",40.78119823800005,-73.95961769599995,"(40.78119823800005, -73.95961769599995)"
107620142,09/02/2016,09:00:00,01/15/2018,11:00:00,01/15/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,MAILBOX INSIDE,,,"1,001,534","248,877",40.849776217000056,-73.93752716499995,"(40.849776217000056, -73.93752716499995)"
767287359,09/02/2016,00:00:00,09/12/2016,00:00:00,03/06/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,"983,903","200,257",40.71634415200003,-74.00125319299997,"(40.71634415200003, -74.00125319299997)"
989656396,09/06/2016,12:00:00,09/22/2016,15:30:00,03/22/2018,121,CRIMINAL MISCHIEF & RELATED OF,268,CRIMINAL MIS 2 & 3,COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,5,,TRANSIT FACILITY (OTHER),,,"983,125","199,091",40.71314369600003,-74.00405950599996,"(40.71314369600003, -74.00405950599996)"
968862224,09/06/2016,20:00:00,09/06/2016,20:30:00,05/17/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,,,"985,679","213,954",40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)"
627545541,09/06/2016,12:00:00,09/27/2016,12:00:00,11/06/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,"989,741","215,196",40.757346324000025,-73.98018136799993,"(40.757346324000025, -73.98018136799993)"
504780261,09/06/2016,15:00:00,,,12/19/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,"1,004,138","226,326",40.78787459900008,-73.92818164599998,"(40.78787459900008, -73.92818164599998)"
676462867,09/08/2016,17:00:00,09/08/2016,17:05:00,12/04/2018,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,"994,834","215,379",40.75784398300004,-73.96179760399998,"(40.75784398300004, -73.96179760399998)"
956081621,09/09/2016,12:00:00,,,03/26/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,COMMERCIAL BUILDING,,,"987,060","208,451",40.73883425100007,-73.98986140999993,"(40.73883425100007, -73.98986140999993)"
797385072,09/09/2016,00:00:00,01/01/2018,00:00:00,07/03/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"1,000,555","230,994",40.800694331000045,-73.94110928599997,"(40.800694331000045, -73.94110928599997)"
545836263,09/10/2016,07:00:00,09/10/2016,08:00:00,05/03/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,FRONT OF,MAILBOX OUTSIDE,,,"1,006,630","255,469",40.86785782900005,-73.91908529799997,"(40.86785782900005, -73.91908529799997)"
928266246,09/15/2016,10:00:00,02/01/2018,11:00:00,02/01/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,"992,848","228,356",40.793464597000025,-73.96894963799997,"(40.793464597000025, -73.96894963799997)"
151157641,09/20/2016,09:00:00,,,02/16/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,"985,324","204,347",40.72757015800004,-73.99612651399997,"(40.72757015800004, -73.99612651399997)"
560858081,09/25/2016,18:30:00,09/25/2016,20:00:00,09/26/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,"997,967","234,809",40.811169851000045,-73.95044910699994,"(40.811169851000045, -73.95044910699994)"
842539558,09/30/2016,08:45:00,09/30/2016,09:00:00,08/08/2018,341,PETIT LARCENY,347,PETIT LARCENY-CHECK FROM MAILB,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,MAILBOX OUTSIDE,,,"989,021","210,187",40.74359829900004,-73.98278380299998,"(40.74359829900004, -73.98278380299998)"
539810329,10/01/2016,00:01:00,03/05/2018,12:00:00,04/02/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,"994,058","215,488",40.75814405400007,-73.96459848299997,"(40.75814405400007, -73.96459848299997)"
951151453,10/01/2016,10:00:00,04/12/2018,10:15:00,04/13/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,GYM/FITNESS FACILITY,,,"987,358","221,232",40.77391474400008,-73.98878015399998,"(40.77391474400008, -73.98878015399998)"
839837099,10/01/2016,15:00:00,09/18/2018,18:00:00,09/19/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,"998,854","236,861",40.81680059700005,-73.94724037699996,"(40.81680059700005, -73.94724037699996)"
107985447,10/04/2016,23:30:00,10/04/2016,23:55:00,01/11/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,"997,376","233,927",40.80874990400008,-73.95258580599993,"(40.80874990400008, -73.95258580599993)"
469272106,10/07/2016,00:01:00,10/31/2016,23:59:00,03/27/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,"997,376","233,927",40.80874990400008,-73.95258580599993,"(40.80874990400008, -73.95258580599993)"
776640196,10/07/2016,08:00:00,10/07/2016,18:00:00,04/17/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,"1,001,797","232,216",40.80404600700007,-73.93662010299995,"(40.80404600700007, -73.93662010299995)"
171382406,10/10/2016,15:30:00,10/15/2018,18:00:00,10/16/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,FRONT OF,RESIDENCE - APT. HOUSE,,,"990,489","210,547",40.744585495000074,-73.97748573199993,"(40.744585495000074, -73.97748573199993)"
129064566,10/13/2016,15:00:00,,,12/10/2018,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,RESIDENCE - APT. HOUSE,,,"994,973","236,163",40.81489034500004,-73.96126269899997,"(40.81489034500004, -73.96126269899997)"
655869769,10/15/2016,15:30:00,10/15/2016,16:00:00,09/07/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. TRANSIT POLICE,MANHATTAN,14,,TRANSIT - NYC SUBWAY,,,"987,636","212,439",40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)"
623814286,10/16/2016,00:01:00,06/14/2017,12:00:00,02/21/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,"992,256","228,214",40.793075401000074,-73.97108782299993,"(40.793075401000074, -73.97108782299993)"
617336130,10/16/2016,00:00:00,06/02/2018,19:22:00,06/02/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,"996,507","238,483",40.82125609900004,-73.95571661299994,"(40.82125609900004, -73.95571661299994)"
113168813,10/16/2016,16:30:00,10/16/2018,16:40:00,10/16/2018,109,GRAND LARCENY,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,14,,TRANSIT - NYC SUBWAY,,,"987,526","211,899",40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)"
738938362,10/17/2016,02:00:00,03/04/2018,16:00:00,03/04/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,BARUCH,"990,933","200,320",40.71651455500006,-73.97589355099996,"(40.71651455500006, -73.97589355099996)"
655002939,10/17/2016,08:00:00,10/17/2016,08:30:00,11/29/2018,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,RESIDENCE-HOUSE,,,"998,730","226,827",40.78926022400003,-73.94771000099996,"(40.78926022400003, -73.94771000099996)"
554898695,10/20/2016,12:00:00,12/22/2016,12:00:00,08/14/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,"990,251","215,062",40.756978196000034,-73.97834061299993,"(40.756978196000034, -73.97834061299993)"
368338580,10/21/2016,08:00:00,10/24/2018,20:00:00,12/01/2018,341,PETIT LARCENY,305,"LARCENY,PETIT BY CREDIT CARD U",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,"991,757","227,743",40.79178307100005,-73.97289048599998,"(40.79178307100005, -73.97289048599998)"
478269317,10/26/2016,08:00:00,01/05/2018,17:00:00,02/21/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,003,438","251,058",40.85575848100007,-73.93063877699996,"(40.85575848100007, -73.93063877699996)"
736942748,10/26/2016,08:00:00,04/27/2018,16:00:00,05/14/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,"988,341","212,669",40.75041110700005,-73.98523628599996,"(40.75041110700005, -73.98523628599996)"
928212188,10/29/2016,00:00:00,11/09/2016,00:00:00,02/12/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,"983,903","200,257",40.71634415200003,-74.00125319299997,"(40.71634415200003, -74.00125319299997)"
598248457,10/30/2016,21:00:00,10/30/2016,21:30:00,01/23/2018,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,,,"984,340","216,674",40.76140476000006,-73.99967656899997,"(40.76140476000006, -73.99967656899997)"
675446921,10/31/2016,00:01:00,10/21/2018,07:00:00,10/24/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,004,405","253,314",40.86194836800007,-73.92713638799995,"(40.86194836800007, -73.92713638799995)"
191995705,11/01/2016,00:00:00,11/10/2016,00:00:00,01/10/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,"983,903","200,257",40.71634415200003,-74.00125319299997,"(40.71634415200003, -74.00125319299997)"
244995083,11/01/2016,09:00:00,03/09/2018,20:55:00,03/09/2018,112,THEFT-FRAUD,772,COMPUTER TAMPER/TRESSPASS,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,,,"985,802","213,781",40.75346407600006,-73.99439974299997,"(40.75346407600006, -73.99439974299997)"
340703673,11/01/2016,00:00:00,11/01/2016,23:59:00,03/20/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,005,202","253,699",40.863003221000035,-73.92425384299997,"(40.863003221000035, -73.92425384299997)"
605503501,11/01/2016,17:00:00,11/30/2016,18:00:00,08/16/2018,104,RAPE,153,RAPE 3,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"994,276","218,779",40.76717676000004,-73.96380668299997,"(40.76717676000004, -73.96380668299997)"
357776609,11/01/2016,12:00:00,12/07/2018,12:00:00,12/13/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,COMMERCIAL BUILDING,,,"986,027","211,402",40.746934278000026,-73.99358826699995,"(40.746934278000026, -73.99358826699995)"
617616802,11/02/2016,16:00:00,,,11/12/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,GROCERY/BODEGA,,,"1,000,122","227,205",40.79029534200004,-73.94268219499997,"(40.79029534200004, -73.94268219499997)"
975869468,11/06/2016,01:30:00,11/06/2016,02:00:00,05/10/2018,104,RAPE,159,"RAPE 1,ATTEMPT",ATTEMPTED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,,,"982,752","206,772",40.734226128000046,-74.00540668899998,"(40.734226128000046, -74.00540668899998)"
492288529,11/08/2016,00:01:00,,,01/18/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,"990,125","214,834",40.756352479000036,-73.97879561399996,"(40.756352479000036, -73.97879561399996)"
654645618,11/08/2016,20:00:00,,,05/13/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,HOTEL/MOTEL,,,"988,353","217,918",40.764818269000045,-73.98518977299993,"(40.764818269000045, -73.98518977299993)"
342851500,11/16/2016,09:00:00,02/01/2018,23:59:00,02/21/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,"987,368","207,722",40.73683322200003,-73.988750312,"(40.73683322200003, -73.988750312)"
870003814,11/16/2016,15:00:00,05/10/2018,12:19:00,05/10/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,RESIDENCE - APT. HOUSE,,,"987,721","202,253",40.72182201900005,-73.98747935099993,"(40.72182201900005, -73.98747935099993)"
511689414,11/18/2016,14:00:00,01/03/2018,14:00:00,01/05/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,"990,598","212,007",40.74859275200004,-73.97709098699994,"(40.74859275200004, -73.97709098699994)"
254850113,11/18/2016,15:00:00,11/29/2016,12:00:00,01/28/2018,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,"989,741","215,196",40.757346324000025,-73.98018136799993,"(40.757346324000025, -73.98018136799993)"
237085551,11/20/2016,12:00:00,11/26/2016,23:59:00,01/23/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,"1,001,769","234,797",40.811130194000036,-73.93671450599999,"(40.811130194000036, -73.93671450599999)"
311229102,11/20/2016,18:00:00,12/28/2016,18:00:00,02/02/2018,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,19,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"999,557","223,723",40.78073917800003,-73.944730538,"(40.78073917800003, -73.944730538)"
728840501,11/24/2016,15:00:00,06/13/2018,15:00:00,06/13/2018,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,32,FRONT OF,RESIDENCE - PUBLIC HOUSING,,RANGEL,"1,002,118","242,744",40.83294176100002,-73.93543259299997,"(40.83294176100002, -73.93543259299997)"
359573664,11/26/2016,09:00:00,11/30/2017,17:00:00,09/20/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,,,,"988,974","212,759",40.750657819000025,-73.98295160999999,"(40.750657819000025, -73.98295160999999)"
571433025,11/28/2016,12:00:00,10/17/2018,12:20:00,10/17/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"1,000,866","226,632",40.788721243000055,-73.93999677399995,"(40.788721243000055, -73.93999677399995)"
794975920,11/28/2016,15:06:00,11/28/2018,15:15:00,11/28/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,GROCERY/BODEGA,,,"998,271","231,591",40.80233685300004,-73.94935763499996,"(40.80233685300004, -73.94935763499996)"
307927570,11/29/2016,13:00:00,,,01/03/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,DEPARTMENT STORE,,,"996,345","230,977",40.80065443600006,-73.95631544699995,"(40.80065443600006, -73.95631544699995)"
758504977,11/30/2016,08:00:00,11/30/2016,18:00:00,04/12/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,"1,001,797","232,216",40.80404600700007,-73.93662010299995,"(40.80404600700007, -73.93662010299995)"
958556764,12/01/2016,09:00:00,,,02/05/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,"999,911","242,928",40.83345097700004,-73.94340750599997,"(40.83345097700004, -73.94340750599997)"
388970644,12/01/2016,10:00:00,12/22/2017,10:00:00,03/04/2018,109,GRAND LARCENY,443,"LARCENY,GRAND OF BICYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,,,"982,733","198,432",40.71133483800003,-74.00547336499993,"(40.71133483800003, -74.00547336499993)"
913879880,12/01/2016,20:53:00,,,03/16/2018,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,28,,TRANSIT - NYC SUBWAY,,,"999,342","233,575",40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)"
723730997,12/01/2016,09:00:00,,,03/19/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,JOHNSON,"1,000,102","229,680",40.79708858400005,-73.94274857999993,"(40.79708858400005, -73.94274857999993)"
620172690,12/01/2016,00:01:00,12/24/2016,23:59:00,05/08/2018,104,RAPE,155,RAPE 2,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,LINCOLN,"1,000,555","230,994",40.800694331000045,-73.94110928599997,"(40.800694331000045, -73.94110928599997)"
